Timestamp (ms),X: (m/s^2),Y: (m/s^2),Z: (m/s^2)
378736,-1,086380,-0,184254,9,909033, 
378816,-1,055272,-0,186647,9,899461, 
378895,-1,057665,-0,181861,9,911426, 
378975,-1,067237,-0,186647,9,889889, 
379055,-1,081594,-0,172289,9,904246, 
379134,-1,067237,-0,193826,9,851603, 
379214,-1,040915,-0,162718,9,928176, 
379293,-1,060058,-0,196218,9,920997, 
379373,-1,083987,-0,172289,9,940140, 
379453,-1,067237,-0,193826,9,918604, 
379533,-1,088773,-0,167504,9,906639, 
379613,-1,076809,-0,189040,9,918604, 
379692,-1,057665,-0,203397,9,918604, 
379772,-1,069630,-0,196218,9,887496, 
379852,-1,031343,-0,210576,9,892282, 
379931,-1,067237,-0,157932,9,894675, 
380011,-1,091166,-0,198611,9,918604, 
380090,-1,005021,-0,210576,9,909033, 
380170,-1,067237,-0,208183,9,906639, 
380250,-1,064844,-0,153146,9,901854, 
380330,-1,076809,-0,177075,9,990392, 
380410,-1,098345,-0,160325,9,920997, 
380489,-1,045701,-0,205790,9,944926, 
380569,-1,052880,-0,177075,9,916211, 
380649,-1,095952,-0,165111,9,899461, 
380728,-1,064844,-0,160325,9,916211, 
380808,-1,024165,-0,217755,9,949712, 
380887,-1,064844,-0,205790,9,885103, 
380967,-1,069630,-0,201004,9,966462, 
381047,-1,048094,-0,193826,9,916211, 
381126,-1,050487,-0,203397,9,944926, 
381206,-1,086380,-0,203397,9,937747, 
381286,-1,062451,-0,157932,9,911426, 
381366,-1,048094,-0,208183,9,947319, 
381446,-1,052880,-0,203397,9,918604, 
381525,-1,050487,-0,181861,9,935354, 
381605,-1,069630,-0,131610,9,909033, 
381684,-1,076809,-0,196218,9,935354, 
381764,-1,050487,-0,165111,9,940140, 
381844,-1,072023,-0,203397,9,911426, 
381923,-1,117488,-0,174682,9,877925, 
382003,-1,031343,-0,165111,9,901854, 
382083,-1,100738,-0,193826,9,952105, 
382163,-1,083987,-0,198611,9,894675, 
382243,-1,105524,-0,143574,9,875532, 
382322,-1,057665,-0,215362,9,904246, 
382402,-1,069630,-0,119645,9,920997, 
382481,-1,062451,-0,193826,9,920997, 
382561,-1,067237,-0,196218,9,925783, 
382641,-1,086380,-0,189040,9,911426, 
382720,-1,062451,-0,136396,9,930569, 
382800,-1,074416,-0,196218,9,971248, 
382879,-1,115095,-0,157932,9,925783, 
382959,-1,055272,-0,184254,9,987998, 
383039,-1,088773,-0,172289,9,901854, 
383119,-1,079202,-0,193826,9,918604, 
383199,-1,095952,-0,203397,9,901854, 
383278,-1,064844,-0,186647,9,873138, 
383358,-1,112702,-0,174682,9,899461, 
383438,-1,131845,-0,172289,9,870746, 
383517,-1,131845,-0,141182,9,894675, 
383597,-1,112702,-0,162718,10,136358, 
383676,-1,028950,-0,181861,9,849210, 
383756,-1,083987,-0,145967,9,997570, 
383836,-1,048094,-0,189040,9,861175, 
383916,-1,050487,-0,184254,9,875532, 
383996,-1,072023,-0,189040,9,906639, 
384075,-1,103131,-0,174682,9,894675, 
384155,-1,033736,-0,184254,9,947319, 
384235,-1,052880,-0,169896,9,868353, 
384314,-1,083987,-0,205790,9,925783, 
384394,-1,069630,-0,217755,9,842031, 
384473,-1,043308,-0,265613,9,966462, 
384553,-0,997843,-0,186647,9,906639, 
384633,-1,050487,-0,193826,9,944926, 
384712,-1,048094,-0,169896,9,940140, 
384792,-1,060058,-0,167504,9,930569, 
384872,-0,990664,-0,167504,9,851603, 
384952,-1,002628,-0,205790,9,906639, 
385032,-1,067237,-0,179468,9,889889, 
385111,-0,997843,-0,174682,9,870746, 
385191,-1,009807,-0,196218,9,928176, 
385270,-1,024165,-0,186647,9,899461, 
385350,-1,083987,-0,203397,9,995177, 
385430,-1,026558,-0,184254,9,952105, 
385509,-1,019379,-0,196218,9,920997, 
385589,-1,064844,-0,174682,9,904246, 
385668,-1,055272,-0,177075,9,880318, 
385748,-1,036129,-0,191433,9,956890, 
385828,-1,036129,-0,215362,9,882710, 
385908,-1,079202,-0,153146,9,937747, 
385988,-1,052880,-0,203397,9,966462, 
386067,-1,028950,-0,184254,9,937747, 
386147,-1,033736,-0,222540,9,932961, 
386227,-1,024165,-0,205790,9,937747, 
389851,-1,016986,-0,181861,9,918604, 
389931,-1,033736,-0,177075,9,925783, 
390010,-1,045701,-0,201004,9,954497, 
390090,-1,095952,-0,193826,9,930569, 
390170,-1,019379,-0,205790,9,932961, 
390250,-1,038522,-0,153146,9,928176, 
390330,-1,093559,-0,191433,9,925783, 
390409,-1,019379,-0,165111,9,928176, 
390489,-1,040915,-0,160325,9,889889, 
390569,-1,050487,-0,136396,9,999963, 
390648,-1,014593,-0,179468,9,906639, 
390728,-1,036129,-0,169896,9,966462, 
390807,-1,014593,-0,212969,9,937747, 
390887,-1,069630,-0,191433,9,978427, 
390967,-1,048094,-0,201004,9,911426, 
391046,-1,038522,-0,184254,9,923389, 
391126,-1,086380,-0,193826,9,925783, 
391206,-1,000236,-0,201004,9,909033, 
391286,-1,055272,-0,179468,9,920997, 
391366,-1,012200,-0,169896,9,920997, 
391445,-0,990664,-0,155539,9,894675, 
391525,-1,076809,-0,167504,9,930569, 
391604,-1,062451,-0,172289,9,937747, 
391684,-1,043308,-0,172289,9,935354, 
391764,-1,055272,-0,196218,9,959284, 
391843,-1,057665,-0,167504,9,932961, 
391923,-1,002628,-0,191433,9,949712, 
392002,-1,072023,-0,193826,9,899461, 
392082,-1,048094,-0,205790,9,940140, 
392162,-1,031343,-0,129217,9,909033, 
392242,-1,021772,-0,165111,9,897068, 
392322,-1,024165,-0,198611,9,901854, 
392401,-1,031343,-0,174682,9,928176, 
392481,-0,995450,-0,165111,9,925783, 
392561,-1,040915,-0,201004,9,944926, 
392640,-1,050487,-0,153146,9,899461, 
392720,-1,038522,-0,189040,9,920997, 
392799,-1,021772,-0,155539,9,918604, 
392879,-1,129453,-0,179468,9,918604, 
392958,-0,997843,-0,177075,9,940140, 
393038,-1,021772,-0,208183,9,894675, 
393118,-1,060058,-0,162718,9,923389, 
393198,-0,995450,-0,181861,9,966462, 
393278,-1,062451,-0,186647,9,937747, 
393357,-1,055272,-0,198611,9,928176, 
393437,-1,072023,-0,189040,9,925783, 
393517,-0,978699,-0,205790,9,976034, 
393596,-1,057665,-0,162718,9,925783, 
393676,-1,026558,-0,191433,9,920997, 
393755,-1,050487,-0,169896,9,909033, 
393835,-1,024165,-0,174682,9,897068, 
393915,-1,036129,-0,198611,9,916211, 
